8796	GOUROU	56	M	06/03/2011	N	06/03/2011	1735138505	BEGUINE	4923950498	DAVITALO	B	05/11/2012	
8795	GENTIANE	39	F	03/03/2011	N	03/03/2011	1735138559	CAMPANULE	0311122436	TRIO	E	04/04/2011	
8794	GURKA	56	M	27/02/2011	N	27/02/2011	1735138657	DJELLABA	6112311591	UMERIS	B	10/09/2012	
8793	GUISE	56	M	22/02/2011	N	22/02/2011	1735138648	DUCHESSE	8540941808	TARPAULIN	B	10/09/2012	
8792	GRANVILLE	56	F	13/02/2011	N	13/02/2011	1735138643	DEAUVILLE	3547963721	RESTO	 	 	
8790	GRAVURE	56	F	09/02/2011	N	09/02/2011	1735138602	DORURE	5345851286	ULOZON	 	 	
8791	GALA	56	F	09/02/2011	N	09/02/2011	1735138656	DORA	2951401444	UVRAY	E	16/09/2013	
8789	GUINEE	56	F	08/02/2011	N	08/02/2011	1735138628	DABA	5352825978	UTC	E	16/09/2013	
8787	GAMELLE	39	F	18/01/2011	N	18/01/2011	1735138574	COLLISION	0311122436	TRIO	E	21/02/2011	
8788	GERMANIE	56	F	18/01/2011	N	18/01/2011	1735138491	BALTIQUE	5005619812	TONIFIANT	 	 	
8786	GIBRALTAR	39	M	17/01/2011	N	17/01/2011	1735138419	ALICANTE	0311122436	TRIO	E	21/02/2011	
8785	GOPAK	56	M	14/01/2011	N	14/01/2011	1735138640	DANSEUSE	8540941808	TARPAULIN	B	13/08/2012	
8784	GOTHIQUE	56	M	10/01/2011	N	10/01/2011	1735138641	DEXTROSE	2247241820	SAINTYORRE	B	13/08/2012	
8783	GUIPURE	56	F	09/01/2011	N	09/01/2011	1735138620	DENTELLE	2951401444	UVRAY	 	 	
8782	GILDA	56	F	05/01/2011	N	05/01/2011	1735138629	DOROTHEE	2247241820	SAINTYORRE	 	 	
8781	GUIMAUVE	56	F	02/01/2011	N	02/01/2011	1735138372	VANILLE	5344031436	UNITAZ	 	 	
8780	GEORGIE	56	F	01/01/2011	N	01/01/2011	1735138472	ALBANIE	2951401444	UVRAY	 	 	
8778	FLUVIALE	56	F	25/12/2010	N	25/12/2010	1735138496	BROTONNE	5005619812	TONIFIANT	 	 	
8777	FIERTE	56	F	22/12/2010	N	22/12/2010	1735138411	ARROGANTE	2951401444	UVRAY	M	03/01/2014	
8776	FRILEUSE	56	F	18/12/2010	N	18/12/2010	1735138637	DOUCEUR	1452279617	UNOG	 	 	
8774	FORTIN	56	M	11/12/2010	N	11/12/2010	1735138519	BASTIDE	5005997324	UPERISE	B	03/07/2012	
8773	FALONDE	56	F	10/12/2010	N	10/12/2010	1735138525	BAVARDE	5379612240	DOUKAS	M	11/01/2013	
8771	FAUVETTE	56	F	27/11/2010	N	27/11/2010	1735138622	DINDE	6112311591	UMERIS	B	16/01/2014	
8770	FIRMAMENT	56	M	26/11/2010	N	26/11/2010	1735138604	DIVINE	5352825978	UTC	B	13/08/2012	
8769	FLANDRE	56	F	21/11/2010	N	21/11/2010	1735138609	DORDOGNE	8540941808	TARPAULIN	 	 	
8768	FOGGIA	56	F	20/11/2010	N	20/11/2010	1735138477	BERGAME	6110777167	TELERAMA	 	 	
8767	FATIMA	56	F	18/11/2010	N	18/11/2010	1735138561	CORDOUE	5361994516	TRABAN	 	 	
8765	FORBACH	56	M	13/11/2010	N	13/11/2010	1735138466	ALSACE	5349329374	DIEUVILLE	B	03/07/2012	
8766	FLECHE	56	F	13/11/2010	N	13/11/2010	1735138555	CATHEDRALE	5005619812	TONIFIANT	 	 	
8764	FRANCESCA	56	F	12/11/2010	N	12/11/2010	1735138599	CONCHITA	7616732271	UCANY	E	16/09/2013	
8763	FIDJI	56	F	07/11/2010	N	07/11/2010	1735138577	COLOMBIE	5005619812	TONIFIANT	 	 	
8762	FREGATE	56	F	03/11/2010	N	03/11/2010	1735138567	COLOMBE	5345851286	ULOZON	 	 	
8761	FICUS	56	M	02/11/2010	N	02/11/2010	1735138580	CAULERPA	5345851286	ULOZON	B	03/07/2012	
8760	FLAMENCO	56	M	29/10/2010	N	29/10/2010	1735138566	CATALOGNE	6110777167	TELERAMA	B	25/04/2012	
8759	FIFI	56	F	21/10/2010	N	21/10/2010	1735138545	CAROLINE	5344395801	CAKAOUET	 	 	
8758	FRANCO	56	M	20/10/2010	N	20/10/2010	1735138606	DEBBIE	8540941808	TARPAULIN	B	25/04/2012	
8757	FORBAN	56	M	15/10/2010	N	15/10/2010	1735138508	BULGARIE	5358657547	TANIS	B	03/07/2012	
8756	FENOUIL	56	M	12/10/2010	N	12/10/2010	1735138509	BERGAMOTE	5005619812	TONIFIANT	B	25/04/2012	
8755	FINISTERE	56	M	11/10/2010	N	11/10/2010	1735138368	VIBRAYE	5358657547	TANIS	B	03/07/2012	
8754	FADO	56	M	10/10/2010	N	10/10/2010	1735138615	DIVA	6112311591	UMERIS	B	25/04/2012	
8753	FILANTE	56	F	06/10/2010	N	06/10/2010	1735138605	DAURADE	1452279617	UNOG	 	 	
8749	FOURMI	56	F	20/09/2010	N	20/09/2010	1735138548	COCCINELLE	4466303346	DUYON	 	 	
8748	FRIVOLE	56	F	19/09/2010	N	19/09/2010	1735138388	VIOLENTE	5361994516	TRABAN	 	 	
8747	FORMOL	56	M	15/09/2010	N	15/09/2010	1735138536	CYSTEINE	6114541525	CAPUCIN	B	25/04/2012	
8746	FLAMANT	56	M	14/09/2010	N	14/09/2010	1735138537	CIGOGNE	5344031436	UNITAZ	E	19/09/2011	
8744	FALCAO	56	M	27/08/2010	N	27/08/2010	1735138534	BRASILIA	6114541525	CAPUCIN	B	25/04/2012	
8745	FABIOLA	56	F	27/08/2010	N	27/08/2010	1735138556	CECILIA	5345851286	ULOZON	 	 	
8742	FUXIN	56	M	29/03/2010	N	29/03/2010	1735138451	ASIE	6110777167	TELERAMA	B	22/09/2011	
